Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
189,33,Female,Economics,2.16,2,Analyst,50887,No,694,353,4.1,6.4,Loan,Finance Manager,154484,Domestic,Entrepreneurship,Online,Yes
190,24,Male,Science,3.68,2,Consultant,31527,No,679,63,3.6,8.3,Employer,Consultant,66346,Domestic,Entrepreneurship,Online,Yes
191,33,Female,Arts,3.66,1,Consultant,47069,No,734,36,9.1,3.9,Employer,Marketing Director,157384,Domestic,Networking,On-Campus,Yes
192,27,Female,Engineering,2.64,0,Entrepreneur,105193,No,468,441,8.1,9.8,Scholarship,Marketing Director,154084,International,Career Growth,On-Campus,Yes
193,31,Male,Business,2.6,2,Consultant,46348,Yes,747,472,5.8,4.7,Employer,Finance Manager,107493,International,Networking,On-Campus,No
194,23,Male,Arts,2.61,9,Engineer,61999,Yes,498,345,2.6,4.3,Scholarship,Consultant,116426,Domestic,Skill Enhancement,Online,No
195,26,Male,Business,3.62,6,Engineer,51593,No,523,279,6.3,8.1,Loan,Marketing Director,118911,International,Career Growth,Online,No
196,32,Male,Science,3.66,8,Consultant,42428,No,617,438,4.2,6.7,Employer,Marketing Director,187931,International,Entrepreneurship,Online,No
197,22,Female,Engineering,2.66,8,Engineer,112789,No,446,63,1.3,7.9,Self-funded,Finance Manager,73985,International,Networking,Online,No
198,30,Male,Science,3.19,5,Analyst,98613,Yes,755,214,7.2,8.0,Self-funded,Marketing Director,96066,International,Networking,On-Campus,No
199,33,Other,Science,2.28,5,Manager,58389,Yes,339,33,3.3,6.7,Loan,Startup Founder,117303,International,Entrepreneurship,On-Campus,Yes
200,34,Female,Science,2.94,4,Entrepreneur,30904,Yes,563,175,3.1,8.6,Scholarship,Consultant,150981,International,Networking,Online,Yes
201,29,Female,Science,4.0,1,Manager,43651,No,345,19,7.0,7.5,Loan,Consultant,136810,International,Skill Enhancement,On-Campus,Yes
202,25,Female,Business,2.32,6,Engineer,96778,No,539,418,8.8,6.2,Self-funded,Finance Manager,122963,Domestic,Skill Enhancement,Online,Yes
203,26,Male,Economics,3.9,0,Entrepreneur,73586,No,368,279,3.5,7.9,Scholarship,Marketing Director,109006,International,Skill Enhancement,Online,No
204,32,Male,Business,3.65,5,Manager,98247,No,298,110,8.0,5.5,Employer,Startup Founder,167345,Domestic,Networking,On-Campus,Yes
205,32,Male,Arts,3.94,3,Manager,31294,Yes,773,474,9.0,5.4,Scholarship,Startup Founder,95641,Domestic,Career Growth,Online,Yes
206,32,Female,Science,2.36,2,Engineer,68705,Yes,503,86,2.9,4.1,Scholarship,Startup Founder,138502,International,Skill Enhancement,On-Campus,Yes
207,32,Male,Arts,2.43,0,Entrepreneur,97092,Yes,399,451,9.3,8.6,Loan,Marketing Director,83907,Domestic,Skill Enhancement,Online,Yes
208,24,Female,Business,2.03,5,Entrepreneur,57136,No,718,4,3.5,3.7,Loan,Executive,148475,Domestic,Career Growth,Online,Yes
209,34,Male,Science,3.45,6,Manager,112656,No,561,97,3.0,3.3,Scholarship,Finance Manager,111872,Domestic,Networking,On-Campus,Yes
210,34,Male,Business,3.29,0,Entrepreneur,79930,No,699,459,4.2,3.0,Self-funded,Executive,61176,International,Skill Enhancement,On-Campus,No
211,31,Male,Science,2.36,0,Entrepreneur,68293,No,451,84,3.1,6.9,Employer,Finance Manager,186968,Domestic,Skill Enhancement,Online,Yes
212,30,Female,Business,3.58,6,Analyst,70293,No,623,242,6.2,2.8,Employer,Consultant,123845,Domestic,Skill Enhancement,On-Campus,Yes
213,27,Female,Engineering,2.6,5,Engineer,42375,No,638,128,5.3,8.8,Scholarship,Consultant,152585,Domestic,Career Growth,On-Campus,Yes
214,32,Male,Economics,2.27,6,Engineer,60064,No,711,96,7.0,7.3,Self-funded,Marketing Director,136714,International,Entrepreneurship,Online,Yes
215,29,Female,Economics,2.85,7,Analyst,100320,Yes,654,181,7.5,8.1,Loan,Finance Manager,70910,Domestic,Entrepreneurship,On-Campus,Yes
216,27,Male,Science,2.18,7,Manager,87152,No,255,112,1.7,2.3,Loan,Executive,193904,International,Networking,Online,Yes
217,34,Other,Engineering,2.53,8,Consultant,102330,No,288,399,2.4,1.1,Self-funded,Consultant,170655,Domestic,Entrepreneurship,Online,Yes
218,21,Female,Arts,2.74,8,Manager,61682,No,401,473,8.1,1.7,Self-funded,Marketing Director,121111,Domestic,Networking,Online,No
219,21,Male,Engineering,3.7,6,Analyst,101233,Yes,290,121,1.6,7.1,Loan,Consultant,87634,International,Career Growth,Online,No
220,29,Female,Science,3.59,8,Entrepreneur,98383,Yes,368,273,6.9,1.9,Loan,Executive,124557,International,Skill Enhancement,On-Campus,Yes
221,31,Male,Engineering,2.89,5,Analyst,99647,No,572,406,7.0,5.2,Loan,Finance Manager,145414,International,Career Growth,On-Campus,Yes
222,34,Other,Arts,3.45,8,Engineer,56991,Yes,482,418,7.6,8.2,Loan,Startup Founder,144055,Domestic,Skill Enhancement,On-Campus,Yes
223,29,Male,Science,3.14,1,Entrepreneur,52778,No,287,417,3.0,4.2,Employer,Consultant,152131,Domestic,Career Growth,On-Campus,Yes
224,24,Female,Economics,2.68,1,Manager,108617,Yes,533,25,2.4,1.4,Self-funded,Finance Manager,130561,Domestic,Networking,On-Campus,No
225,33,Male,Engineering,3.45,5,Entrepreneur,75415,No,500,14,5.0,9.0,Scholarship,Consultant,157547,Domestic,Skill Enhancement,On-Campus,Yes
226,29,Female,Economics,3.37,2,Engineer,103958,Yes,401,110,1.4,7.4,Loan,Finance Manager,145128,International,Skill Enhancement,Online,Yes
227,23,Female,Economics,3.24,1,Analyst,60537,No,617,306,8.6,1.3,Self-funded,Executive,193383,Domestic,Career Growth,On-Campus,Yes
228,27,Female,Business,3.24,7,Manager,86572,Yes,320,30,7.7,3.9,Loan,Startup Founder,176352,Domestic,Entrepreneurship,On-Campus,No
229,26,Female,Arts,3.37,6,Consultant,70887,No,464,470,9.0,4.4,Scholarship,Consultant,89961,Domestic,Career Growth,Online,Yes
230,28,Female,Engineering,2.77,7,Consultant,92051,Yes,464,22,1.6,8.8,Employer,Marketing Director,140196,International,Entrepreneurship,On-Campus,Yes
231,31,Male,Economics,3.74,5,Analyst,69517,Yes,501,339,9.3,1.8,Self-funded,Marketing Director,148341,International,Networking,On-Campus,Yes
232,29,Male,Economics,2.32,8,Manager,41656,No,299,102,7.8,7.9,Loan,Consultant,180751,Domestic,Career Growth,Online,Yes
233,34,Male,Arts,3.77,8,Manager,96054,Yes,604,260,2.0,9.8,Scholarship,Finance Manager,183209,Domestic,Skill Enhancement,On-Campus,Yes
234,25,Other,Economics,2.68,1,Entrepreneur,105840,No,266,72,1.9,4.5,Self-funded,Finance Manager,188254,International,Skill Enhancement,Online,No
235,21,Male,Economics,2.25,9,Analyst,40458,Yes,624,301,9.1,1.2,Employer,Consultant,104994,International,Networking,Online,No
236,23,Female,Economics,3.2,4,Entrepreneur,66619,No,480,116,5.2,3.2,Self-funded,Finance Manager,95050,Domestic,Entrepreneurship,Online,Yes
237,30,Female,Economics,2.75,8,Analyst,67772,No,348,256,10.0,2.1,Scholarship,Consultant,166232,International,Entrepreneurship,Online,No
238,32,Male,Business,3.63,2,Engineer,55609,No,664,487,6.7,8.1,Employer,Executive,161613,International,Networking,On-Campus,Yes
239,28,Male,Business,2.86,4,Analyst,104493,No,330,330,7.2,4.2,Employer,Startup Founder,110877,Domestic,Skill Enhancement,On-Campus,Yes
240,31,Male,Science,3.34,7,Entrepreneur,111575,No,472,114,5.2,9.1,Scholarship,Finance Manager,95152,Domestic,Networking,Online,Yes
241,26,Male,Engineering,2.62,1,Manager,108754,No,579,28,4.9,9.2,Loan,Startup Founder,82595,International,Entrepreneurship,On-Campus,No
242,28,Male,Arts,2.42,5,Analyst,117972,Yes,581,182,8.2,4.3,Employer,Executive,177257,International,Networking,On-Campus,Yes
243,29,Male,Science,2.78,3,Manager,70975,No,367,186,5.0,6.4,Loan,Marketing Director,125796,Domestic,Skill Enhancement,On-Campus,Yes
244,24,Female,Business,3.21,5,Engineer,110416,No,779,341,5.5,9.5,Scholarship,Executive,181972,International,Entrepreneurship,Online,Yes
245,21,Other,Business,3.31,2,Consultant,86244,Yes,364,321,4.5,1.8,Employer,Executive,169381,International,Entrepreneurship,On-Campus,Yes
246,34,Male,Business,3.16,5,Consultant,105298,No,454,251,2.8,8.0,Scholarship,Finance Manager,119124,Domestic,Career Growth,On-Campus,No
247,21,Male,Science,3.98,6,Entrepreneur,93670,Yes,690,421,8.6,1.4,Loan,Marketing Director,167664,Domestic,Skill Enhancement,Online,Yes
248,30,Male,Business,3.38,9,Analyst,76181,No,624,182,3.0,5.0,Employer,Startup Founder,177342,Domestic,Career Growth,On-Campus,No
249,24,Female,Science,3.86,2,Engineer,67195,No,567,354,3.7,5.6,Scholarship,Marketing Director,85296,Domestic,Career Growth,Online,No
250,32,Female,Business,2.24,4,Engineer,62846,No,637,395,6.3,5.9,Employer,Executive,103063,Domestic,Entrepreneurship,On-Campus,No
251,34,Male,Economics,2.12,7,Manager,57664,No,551,144,3.9,8.6,Self-funded,Marketing Director,169948,International,Entrepreneurship,On-Campus,Yes
252,27,Male,Economics,2.62,1,Entrepreneur,80970,Yes,328,487,4.2,2.9,Scholarship,Finance Manager,98654,Domestic,Skill Enhancement,On-Campus,No
253,22,Female,Engineering,2.27,6,Engineer,39236,Yes,731,206,1.0,5.0,Scholarship,Finance Manager,134237,Domestic,Networking,Online,Yes
254,23,Female,Business,3.05,0,Analyst,110794,Yes,442,252,8.2,3.5,Scholarship,Executive,114691,International,Career Growth,Online,No
255,21,Male,Engineering,3.04,6,Engineer,105339,Yes,511,449,5.4,6.3,Loan,Consultant,76570,Domestic,Career Growth,On-Campus,No
256,25,Female,Science,3.15,0,Consultant,95967,No,376,351,2.8,6.0,Self-funded,Marketing Director,138724,Domestic,Entrepreneurship,On-Campus,No
257,21,Male,Engineering,3.49,3,Entrepreneur,57179,No,432,172,7.4,8.1,Self-funded,Startup Founder,108100,International,Skill Enhancement,Online,No
258,28,Male,Business,3.94,3,Manager,43336,No,711,171,6.9,2.6,Scholarship,Executive,140588,Domestic,Skill Enhancement,On-Campus,Yes
259,21,Female,Science,3.76,4,Analyst,110174,Yes,409,241,4.4,8.3,Loan,Consultant,110465,Domestic,Entrepreneurship,On-Campus,Yes
260,31,Female,Science,2.24,1,Consultant,94790,No,700,460,6.2,4.1,Loan,Marketing Director,112387,International,Career Growth,On-Campus,Yes
261,21,Male,Economics,2.68,5,Engineer,76897,Yes,359,411,7.0,6.1,Scholarship,Consultant,196229,Domestic,Networking,Online,Yes
262,22,Female,Science,2.51,5,Entrepreneur,78192,No,329,337,1.6,3.1,Scholarship,Executive,180031,International,Networking,Online,No
263,22,Male,Science,2.35,7,Entrepreneur,83502,Yes,672,242,4.8,5.3,Loan,Marketing Director,84715,Domestic,Entrepreneurship,Online,Yes
264,32,Female,Engineering,3.09,9,Analyst,71231,No,474,80,5.7,2.5,Loan,Consultant,67114,International,Skill Enhancement,Online,No
265,26,Male,Science,3.11,0,Manager,58283,No,766,257,7.5,7.2,Employer,Consultant,91930,International,Networking,Online,Yes
266,27,Female,Arts,2.45,3,Consultant,77102,No,476,247,4.4,1.4,Self-funded,Finance Manager,168873,Domestic,Networking,Online,Yes
267,25,Female,Economics,3.42,1,Manager,67199,Yes,656,30,2.5,6.4,Scholarship,Executive,108781,International,Networking,Online,Yes
268,21,Male,Economics,3.47,7,Analyst,71717,Yes,723,123,1.8,7.8,Loan,Startup Founder,153093,Domestic,Networking,Online,Yes
269,21,Female,Science,2.04,3,Analyst,99839,No,423,192,8.3,8.9,Loan,Executive,70255,Domestic,Networking,Online,No
270,23,Female,Engineering,2.79,7,Consultant,71073,No,640,421,5.3,8.4,Self-funded,Executive,101477,International,Networking,On-Campus,No
271,34,Female,Economics,3.78,1,Entrepreneur,117071,No,354,407,3.1,9.1,Self-funded,Finance Manager,183108,International,Entrepreneurship,On-Campus,Yes
272,22,Male,Economics,3.04,3,Entrepreneur,94252,No,311,27,8.2,6.5,Employer,Startup Founder,157400,Domestic,Skill Enhancement,On-Campus,Yes
273,25,Female,Arts,2.7,8,Consultant,35016,Yes,256,357,8.3,1.5,Scholarship,Finance Manager,113170,Domestic,Entrepreneurship,Online,No
274,32,Female,Science,2.51,4,Manager,64730,Yes,776,80,6.9,9.7,Self-funded,Executive,87594,Domestic,Networking,On-Campus,Yes
275,30,Male,Economics,2.49,5,Consultant,93643,Yes,374,88,2.1,8.0,Scholarship,Consultant,123534,International,Skill Enhancement,Online,Yes
276,26,Other,Economics,2.2,9,Entrepreneur,33065,No,781,156,3.7,6.3,Self-funded,Consultant,111558,Domestic,Skill Enhancement,On-Campus,No
277,27,Male,Economics,3.63,8,Manager,66716,No,617,414,8.9,5.1,Scholarship,Executive,161919,International,Networking,Online,Yes
278,24,Male,Economics,2.17,8,Engineer,37106,No,559,474,2.1,1.9,Employer,Marketing Director,129060,International,Career Growth,Online,Yes
279,27,Female,Engineering,2.58,6,Manager,93326,No,683,88,7.3,1.1,Scholarship,Executive,91336,Domestic,Career Growth,Online,No
280,31,Female,Business,2.09,1,Entrepreneur,77456,Yes,682,351,3.3,4.9,Scholarship,Executive,115664,Domestic,Entrepreneurship,On-Campus,No
281,28,Female,Arts,3.56,6,Analyst,47312,No,508,217,1.3,9.8,Loan,Marketing Director,166278,Domestic,Career Growth,On-Campus,No
282,31,Male,Engineering,2.08,8,Manager,68190,No,697,179,7.2,5.7,Scholarship,Marketing Director,97883,International,Skill Enhancement,Online,Yes
283,21,Other,Arts,2.62,1,Manager,108965,No,496,130,3.4,4.5,Loan,Finance Manager,106990,International,Entrepreneurship,Online,No
284,26,Male,Economics,3.15,6,Analyst,73042,Yes,685,253,7.7,5.1,Self-funded,Consultant,62137,Domestic,Entrepreneurship,On-Campus,Yes
285,28,Male,Arts,2.82,6,Entrepreneur,98451,Yes,286,71,4.3,3.7,Loan,Marketing Director,101642,Domestic,Career Growth,Online,Yes
286,25,Male,Science,2.56,2,Engineer,55919,No,309,368,3.0,9.8,Loan,Executive,167305,Domestic,Networking,On-Campus,Yes
287,24,Female,Science,2.55,5,Engineer,91657,No,681,87,9.2,2.2,Loan,Startup Founder,169756,International,Entrepreneurship,Online,Yes
288,22,Female,Business,3.6,7,Consultant,117307,No,663,349,4.2,7.3,Self-funded,Startup Founder,125860,Domestic,Networking,Online,No
289,26,Female,Business,3.95,9,Engineer,44199,No,465,35,9.2,5.1,Scholarship,Finance Manager,136382,International,Networking,Online,Yes
290,26,Female,Arts,2.7,7,Engineer,73051,Yes,387,94,9.7,2.4,Scholarship,Startup Founder,97101,Domestic,Networking,On-Campus,No
291,31,Male,Engineering,2.08,2,Manager,39389,Yes,576,413,4.7,6.3,Self-funded,Consultant,106512,International,Networking,Online,No
292,21,Female,Engineering,2.07,5,Consultant,91194,Yes,251,415,7.5,6.4,Scholarship,Executive,147304,Domestic,Networking,On-Campus,No
293,29,Male,Economics,3.52,1,Engineer,39048,Yes,745,370,4.6,2.6,Scholarship,Startup Founder,177632,International,Career Growth,Online,No
294,32,Male,Engineering,3.1,1,Manager,89322,Yes,717,426,6.9,5.1,Employer,Consultant,185498,International,Career Growth,Online,Yes
295,31,Male,Business,3.57,7,Consultant,61546,Yes,475,194,7.9,9.1,Scholarship,Startup Founder,129850,Domestic,Skill Enhancement,Online,No
296,26,Female,Engineering,3.39,9,Manager,94417,Yes,488,435,6.7,2.0,Employer,Executive,163076,Domestic,Networking,Online,Yes
297,33,Female,Economics,3.82,4,Analyst,83652,Yes,423,335,3.6,9.8,Scholarship,Finance Manager,98398,Domestic,Entrepreneurship,Online,No
298,23,Female,Science,3.77,4,Entrepreneur,53249,Yes,622,16,3.8,1.1,Self-funded,Consultant,147006,Domestic,Career Growth,Online,Yes
299,24,Male,Engineering,3.58,3,Entrepreneur,94199,No,418,8,8.8,6.6,Scholarship,Marketing Director,94354,Domestic,Networking,Online,No
300,32,Male,Engineering,2.95,9,Entrepreneur,46179,No,253,317,6.1,6.1,Scholarship,Marketing Director,71319,Domestic,Networking,Online,Yes
301,31,Female,Business,2.62,3,Engineer,30845,Yes,641,92,9.1,1.1,Employer,Startup Founder,82350,Domestic,Networking,On-Campus,Yes
302,24,Male,Arts,3.01,7,Entrepreneur,69058,Yes,771,40,4.8,6.6,Loan,Marketing Director,113836,Domestic,Networking,Online,Yes
303,23,Female,Science,3.0,2,Entrepreneur,48131,Yes,761,209,3.4,8.2,Loan,Consultant,60583,International,Networking,On-Campus,Yes
304,30,Female,Arts,3.22,2,Consultant,117427,No,362,185,6.5,1.5,Scholarship,Marketing Director,139156,Domestic,Skill Enhancement,Online,No
305,23,Male,Economics,2.37,7,Consultant,67733,Yes,351,245,9.0,5.5,Loan,Consultant,132221,International,Career Growth,Online,Yes
306,23,Other,Economics,3.31,2,Consultant,88911,Yes,766,206,5.5,7.6,Employer,Marketing Director,99718,International,Entrepreneurship,Online,No
307,24,Female,Arts,2.91,1,Engineer,30345,No,323,85,3.5,8.1,Scholarship,Finance Manager,133260,Domestic,Career Growth,On-Campus,No
308,27,Male,Business,3.24,4,Entrepreneur,46539,Yes,362,434,3.0,8.4,Scholarship,Startup Founder,78469,International,Skill Enhancement,On-Campus,No
309,24,Female,Business,2.48,2,Engineer,78715,No,329,283,5.0,1.7,Loan,Consultant,70019,International,Career Growth,On-Campus,Yes
310,29,Male,Business,2.87,5,Engineer,91154,No,692,341,8.7,7.0,Employer,Finance Manager,146234,Domestic,Networking,On-Campus,Yes
311,21,Female,Science,2.42,6,Engineer,60496,No,691,160,3.6,7.5,Scholarship,Startup Founder,151397,Domestic,Networking,On-Campus,No
312,28,Female,Economics,3.75,2,Engineer,79255,No,656,464,6.0,3.5,Loan,Finance Manager,72274,Domestic,Entrepreneurship,Online,Yes
313,27,Other,Economics,2.98,8,Engineer,75009,Yes,566,412,2.6,9.8,Self-funded,Marketing Director,129998,International,Networking,Online,Yes
314,22,Female,Economics,2.45,9,Engineer,119396,No,533,380,7.7,7.5,Loan,Consultant,171489,International,Networking,On-Campus,No
315,28,Male,Science,2.08,0,Entrepreneur,66299,Yes,395,230,5.1,9.3,Employer,Executive,192884,International,Entrepreneurship,Online,Yes
316,21,Female,Economics,3.35,6,Consultant,33875,No,743,119,3.1,7.2,Self-funded,Finance Manager,194787,Domestic,Networking,Online,Yes
317,31,Male,Arts,2.43,3,Manager,94024,Yes,602,285,7.8,2.2,Loan,Executive,196584,International,Skill Enhancement,On-Campus,Yes
318,32,Female,Engineering,3.98,6,Manager,87267,Yes,322,433,7.6,3.3,Self-funded,Consultant,153526,International,Career Growth,On-Campus,No
319,29,Female,Science,3.07,8,Manager,37079,No,712,243,1.3,4.8,Scholarship,Marketing Director,154318,Domestic,Entrepreneurship,On-Campus,Yes
320,29,Male,Engineering,2.58,8,Analyst,42914,No,509,164,5.0,4.9,Scholarship,Marketing Director,169535,International,Career Growth,Online,No
321,22,Male,Arts,3.32,0,Consultant,69877,Yes,350,381,6.3,6.8,Loan,Executive,122000,International,Networking,Online,No
322,27,Female,Business,2.55,9,Entrepreneur,87551,No,551,119,3.3,6.2,Employer,Startup Founder,137028,Domestic,Entrepreneurship,Online,No
323,34,Female,Business,3.64,3,Engineer,45037,No,767,24,1.5,1.8,Employer,Executive,117229,International,Skill Enhancement,Online,Yes
324,30,Male,Business,2.62,6,Manager,84792,No,588,341,3.6,8.6,Employer,Executive,180475,Domestic,Career Growth,Online,Yes
325,23,Male,Science,3.98,9,Consultant,74650,No,656,384,8.8,8.7,Scholarship,Executive,164386,Domestic,Career Growth,Online,Yes
326,27,Male,Business,3.21,5,Entrepreneur,48146,No,369,167,4.1,8.7,Loan,Executive,144509,Domestic,Skill Enhancement,On-Campus,Yes
327,32,Female,Science,3.69,8,Manager,60428,No,634,178,8.1,3.0,Scholarship,Consultant,119419,Domestic,Networking,On-Campus,Yes
328,30,Male,Science,2.15,6,Consultant,71677,No,758,392,7.3,3.9,Scholarship,Consultant,89534,Domestic,Networking,On-Campus,No
329,29,Female,Engineering,2.7,2,Entrepreneur,74868,No,442,476,9.6,7.6,Scholarship,Executive,175767,Domestic,Skill Enhancement,Online,Yes
330,24,Male,Business,3.47,6,Consultant,31822,Yes,669,338,8.8,4.7,Scholarship,Executive,126866,International,Networking,On-Campus,Yes
331,32,Female,Economics,3.31,9,Engineer,101340,Yes,274,467,9.5,5.0,Loan,Marketing Director,88297,Domestic,Networking,On-Campus,No
332,21,Male,Business,2.39,4,Consultant,114968,No,777,147,1.2,6.4,Employer,Finance Manager,84355,Domestic,Skill Enhancement,Online,Yes
333,22,Female,Business,2.71,1,Consultant,113839,Yes,766,166,3.7,1.3,Employer,Consultant,113534,Domestic,Entrepreneurship,On-Campus,Yes
334,21,Male,Business,2.53,9,Analyst,45461,No,399,428,8.9,1.3,Employer,Startup Founder,106331,International,Entrepreneurship,Online,Yes
335,34,Female,Economics,3.23,2,Engineer,109987,Yes,706,282,4.4,1.5,Scholarship,Startup Founder,173759,Domestic,Networking,Online,No
336,32,Male,Economics,2.69,5,Consultant,38662,No,711,70,1.5,3.0,Loan,Startup Founder,97820,International,Career Growth,Online,Yes
337,25,Female,Science,2.62,5,Engineer,52183,No,506,238,9.4,9.8,Self-funded,Finance Manager,153664,International,Entrepreneurship,Online,No
